2019-01-03 15:54:04.356865,0,mari
2019-01-03 15:54:04.457801,0,mari
2019-01-03 15:54:04.558674,0,mari
2019-01-03 15:54:04.659271,0,mari
2019-01-03 15:54:04.759900,0,mari
2019-01-03 15:54:04.860505,0,mari
2019-01-03 15:54:04.961082,0,mari
2019-01-03 15:54:05.061655,0,mari
2019-01-03 15:54:05.162232,0,mari
2019-01-03 15:54:05.262955,0,mari
2019-01-03 15:54:05.363833,0,mari
2019-01-03 15:54:05.464539,0,mari
2019-01-03 15:54:05.565176,0,mari
2019-01-03 15:54:05.665698,0,mari
2019-01-03 15:54:05.766454,0,mari
2019-01-03 15:54:05.867203,0,mari
2019-01-03 15:54:05.967984,0,mari
2019-01-03 15:54:06.068747,0,mari
2019-01-03 15:54:06.169490,0,mari
2019-01-03 15:54:06.270183,0,mari
2019-01-03 15:54:06.370808,0,mari
2019-01-03 15:54:06.471497,0,mari
2019-01-03 15:54:06.572135,0,mari
2019-01-03 15:54:06.672753,0,mari
2019-01-03 15:54:06.773465,0,mari
2019-01-03 15:54:06.874221,0,mari
2019-01-03 15:54:06.974960,0,mari
2019-01-03 15:54:07.075645,0,mari
2019-01-03 15:54:07.176324,0,mari
2019-01-03 15:54:07.277040,0,mari
2019-01-03 15:54:07.377667,0,mari
2019-01-03 15:54:07.478362,0,mari
2019-01-03 15:54:07.579081,0,mari
2019-01-03 15:54:07.679821,0,mari
2019-01-03 15:54:07.780551,0,mari
2019-01-03 15:54:07.881344,0,mari
2019-01-03 15:54:07.982033,0,mari
2019-01-03 15:54:08.082629,0,mari
2019-01-03 15:54:08.183284,0,mari
2019-01-03 15:54:08.283930,0,mari
2019-01-03 15:54:08.384550,0,mari
2019-01-03 15:54:08.485279,0,mari
2019-01-03 15:54:08.586209,0,mari
2019-01-03 15:54:08.687059,0,mari
2019-01-03 15:54:08.788023,0,mari
2019-01-03 15:54:08.888947,0,mari
2019-01-03 15:54:08.989779,0,mari
2019-01-03 15:54:09.090587,0,mari
2019-01-03 15:54:09.191475,0,mari
2019-01-03 15:54:09.292323,0,mari
