2019-01-11 14:14:44.522295,4095,30
2019-01-11 14:14:44.623255,4095,30
2019-01-11 14:14:44.724342,4095,30
2019-01-11 14:14:44.825532,4095,30
2019-01-11 14:14:44.926512,4095,30
2019-01-11 14:14:45.027486,4095,30
2019-01-11 14:14:45.128449,4095,30
2019-01-11 14:14:45.229439,4095,30
2019-01-11 14:14:45.330473,4095,30
2019-01-11 14:14:45.431429,4095,30
2019-01-11 14:14:45.532308,4095,30
2019-01-11 14:14:45.632983,4095,30
2019-01-11 14:14:45.733581,4095,30
2019-01-11 14:14:45.834186,4095,30
2019-01-11 14:14:45.934941,4095,30
2019-01-11 14:14:46.035834,4095,30
2019-01-11 14:14:46.136563,4095,30
2019-01-11 14:14:46.237436,4095,30
2019-01-11 14:14:46.338080,4095,30
2019-01-11 14:14:46.438683,4095,30
2019-01-11 14:14:46.539410,4095,30
2019-01-11 14:14:46.640299,4095,30
2019-01-11 14:14:46.741074,4095,30
2019-01-11 14:14:46.841711,4095,30
2019-01-11 14:14:46.942353,4095,30
2019-01-11 14:14:47.043015,4095,30
2019-01-11 14:14:47.143625,4095,30
2019-01-11 14:14:47.244222,4095,30
2019-01-11 14:14:47.344843,4095,30
2019-01-11 14:14:47.445514,4095,30
2019-01-11 14:14:47.546247,4095,30
2019-01-11 14:14:47.647125,4095,30
2019-01-11 14:14:47.747939,4095,30
2019-01-11 14:14:47.848894,4095,30
2019-01-11 14:14:47.949861,4095,30
2019-01-11 14:14:48.050956,4095,30
2019-01-11 14:14:48.151937,4095,30
2019-01-11 14:14:48.252910,4095,30
2019-01-11 14:14:48.353925,4095,30
2019-01-11 14:14:48.454944,4095,30
2019-01-11 14:14:48.555923,4095,30
2019-01-11 14:14:48.656942,4095,30
2019-01-11 14:14:48.758032,4095,30
2019-01-11 14:14:48.859008,4095,30
2019-01-11 14:14:48.959974,4095,30
2019-01-11 14:14:49.061131,4095,30
2019-01-11 14:14:49.162037,4095,30
2019-01-11 14:14:49.262738,4095,30
2019-01-11 14:14:49.363350,4095,30
2019-01-11 14:14:49.463955,4095,30
